"education","language","fairprice","enjoyment","gender","problems","age","asses","workerid","comments","speaker_cond"
2,"English","1.50",1,"Female","No","26","No",614,"Sounds like that guy has a strict boss! He should just buy a better gumball machine! ","anyQUD"
4,"Chinese","1.00",2,"Male","no","66","Yes",615,"","anyQUD"
2,"English","1.50",2,"Male","no","66","Yes",616,"Fun experiment","anyQUD"
3,"english","2",1,"Male","no","28","Yes",617,"","anyQUD"
3,"english","yes",1,"Female","no","35","Yes",618,"nice","anyQUD"
3,"English","75",1,"Male","Nothing","30","Yes",619,"Nice survey","anyQUD"
2,"english","yes",2,"Male","no","42","Yes",620,"","anyQUD"
2,"english","3.00",0,"Male","Yes i was underpaid this is way too long","33","Yes",621,"","anyQUD"
2,"English","1.50",2,"Female","","32","Yes",622,"","anyQUD"
4,"English","",1,"Female","No","50","Yes",623,"","anyQUD"
1,"english","1.50",1,"Female","no","41","Yes",624,"","anyQUD"
3,"English","3.00",1,"Female","No","40","Yes",625,"","anyQUD"
4,"English","2.00",2,"Female","about 3 or 4 times there was a noise and it would skip to press the space bar","44","Yes",626,"","anyQUD"
3,"English","1.50",1,"Female","no","24","Yes",627,"","anyQUD"
2,"English","2.00",2,"Male","no","38","Yes",628,"no comments","anyQUD"
1,"english","1.50",1,"Male","During the practice trials, I got the f and the J keys mixed up but I corrected it during the actual experiment","26","Yes",629,"none","anyQUD"
4,"English","3.00",2,"Male","No","51","Yes",630,"It was fun","anyQUD"
3,"english","good",1,"Male","nothing","30","Yes",631,"good","anyQUD"
3,"english","2",2,"Male","no","32","Yes",632,"goodone","anyQUD"
4,"English","1.50",1,"Male","No","37","Yes",633,"","anyQUD"
1,"English","1.50",2,"Male","","45","Yes",634,"","anyQUD"
3,"english","2.00",2,"Female","","36","Yes",635,"","anyQUD"
3,"english","2",1,"Male","no","34","Yes",636,"A few I didn't have time to actually count and a few could have technically been correct and technically be wrong (for example, receiving 8 and saying I received 2, it would technically be true that I did receive 2, just more than that also)","anyQUD"
1,"english","yes",2,"Male","no","58","Yes",637,"","anyQUD"
1,"english","2.00",2,"Male","no","35","Yes",638,"","anyQUD"
2,"english","2.50",2,"Male","I was a slow counter when over 8 gumballs","67","Yes",639,"It is interesting","anyQUD"
4,"English","Almost.",0,"Male","Nope.","29","Yes",640,"","anyQUD"
3,"English","20",2,"Male","no","35","Yes",641,"good","anyQUD"
-1,"English","1.50",2,"Male","no","31","Yes",642,"","anyQUD"
3,"English","2.00",1,"Male","no","32","Yes",643,"","anyQUD"
3,"English","5.00",2,"Male","yes, the gumball experiment just didn't let me answer sometimes!","25","Yes",644,"fix the bugs","anyQUD"
3,"English","It's ok. Not great.",1,"Female","Toward the end, two of the rounds made a sound and disappeared before I could press a button. They sounded like they timed out, but it happened as soon as the screen appeared.","39","Yes",645,"","anyQUD"
4,"english","1.50",1,"Male","no","35","Yes",646,"very interesting","anyQUD"
2,"English","10.00",2,"Male","","39","Yes",647,"Shorten it. It was a bit too long. ","anyQUD"
2,"English","2.00",1,"Female","No problems or bugs","32","Yes",648,"No comments. ","anyQUD"
4,"English","2.00",1,"Female","","48","Yes",649,"when I got all the gumballs, it was a little confusing when the voice said ""You got some gumballs"" and I believe I was supposed to mark answer no.  It would be clearer if you changed the voice to say  ""you got some of the gumballs"" so it would be clearly false","anyQUD"
3,"English","yes",2,"Female","No","36","Yes",650,"","anyQUD"
3,"English","Yes",2,"Female","Had to make the screen smaller so the full page would display without have to scroll up and down. ","46","Yes",651,"Missed a few trying to count the number of gumballs received. Experiment was fun!","anyQUD"
3,"English","GOOD",1,"Male","NO","30","Yes",652,"good and easy","anyQUD"
1,"English","1.50",2,"Female","","28","Yes",653,"","anyQUD"
3,"English","Yes",2,"Male","No","41","Yes",654,"I was a bit confused at first but I caught right on, and it was fun!","anyQUD"
3,"english","1.00",1,"Male","no","35","Yes",655,"none","anyQUD"
2,"English","1.50",2,"Female","No","54","Yes",656,"There is a difference, to me at least, between ""ALL"" and ""SOME"".","anyQUD"
2,"english","2.00",1,"Female","No","51","Yes",657,"Thanks","anyQUD"
1,"English","1.50",2,"Female","No","59","Yes",658,"Fun HIT, thanks!","anyQUD"
3,"English","1.5",2,"Male","Nothing that I saw","31","Yes",659,"","anyQUD"
2,"English","2.00",1,"Male","No problems for me.","30","Yes",660,"Thanks.","anyQUD"
3,"english","1.50",2,"Female","no","43","Yes",661,"very interesting","anyQUD"
1,"English","2.00",1,"Male","","30","Confused",662,"I didn't really understand if I was supposed to agree with ""some of the gumballs"" when I received all of the gumballs because it is technically true I received some gumballs.","anyQUD"
3,"English","2",1,"Male","Nothing.","26","Yes",663,"No comments.","anyQUD"
2,"English","2",2,"Male","Twice there was an error message sound and it didn't allow me to press either j or f for those particular situations. ","31","Yes",664,"Thanks for the interesting HIT!","anyQUD"
3,"English","3.00",1,"Male","no","26","No",665,"none","anyQUD"
3,"English","nothing",1,"Male","no","29","Yes",666,"good","anyQUD"
2,"English","Yes",2,"Male","No.","45","Yes",667,"","anyQUD"
4,"English","1.50 is fair",2,"Male","I think two or three times, the gumball animation seemed bugged/stuck. ","36","Yes",668,"I didn't like the attention check in the middle of the gumball study.  ","anyQUD"
3,"ENGLISH","1.50",2,"Male","Nothing","24","Yes",669,"good","anyQUD"
3,"English","2",2,"Male","no","29","Yes",670,"nice","anyQUD"
2,"United States","2.00",1,"Female","","28","Yes",671,"","anyQUD"
3,"Italian","1.50",2,"Male","None that I could see.","57","Yes",672,"When the voice said you got ""some"" of the gumballs after the machine dispensed them all, I agreed because by definition ""all"" of the gumballs can also be interpreted as ""some"" (meaning I received an unspecified number of gumballs). Thank you for the survey. It was fun.","anyQUD"
4,"English","1.50",2,"Male","none","42","Yes",673,"","anyQUD"
4,"English","yes",2,"Male","","47","Yes",674,"","anyQUD"
2,"English","1.75",1,"Female","no","23","Yes",675,"","anyQUD"
2,"English","Yes",1,"Male","no","28","Yes",676,"","anyQUD"
2,"English","1.50",2,"Female","I did not notice any problems.  ","57","Yes",677,"There were a couple of instances where I reflexively hit the wrong key, so I know I was incorrect twice.  Thanks for this HIT!  It was fun!  ","anyQUD"
4,"english","1.50",1,"Female","no","34","Yes",678,"","anyQUD"
2,"English","2.00",1,"Male","Yes.","35","Yes",679,"None","anyQUD"
2,"english","2.00",1,"Male","No, everything worked correctly however it was confusing having the ""correct answer"" key be on my right hand for some reason so I think I messed up a few times","21","Yes",680,"","anyQUD"
2,"English","3.00",1,"Male","nope, was good","34","Yes",681,"A bit underpaid, it wasn't bad, thank you","anyQUD"
1,"english","2.00",1,"Male","none","33","Yes",682,"","anyQUD"
3,"English",".50",2,"Male","","51","Yes",683,"","anyQUD"
2,"English","1.50",2,"Male","","42","Yes",684,"","anyQUD"
3,"English","2.00",2,"Female","","25","Yes",685,"","anyQUD"
3,"english","1.50",2,"Female","none","36","Yes",686,"none, thanks!","anyQUD"
3,"English","2.25",2,"Male","","31","Yes",687,"","anyQUD"
3,"English","1.50",2,"Male","None","38","Yes",688,"Good survey","anyQUD"
2,"English","3.00",0,"Male","none","32","Yes",689,"none","anyQUD"
3,"English","yes",2,"Female","no problems","65","Yes",690,"Good survey, thanks!","anyQUD"
3,"English","1.50",2,"Female","Not that I'm aware of.","34","Yes",691,"Thank you!","anyQUD"
2,"english","1.00",2,"Female","no","39","Yes",692,"no comments at this time","anyQUD"
3,"english","3",1,"Male","no","30","Yes",693,"","anyQUD"
2,"English","2.00",1,"Female","No","27","Yes",694,"","anyQUD"
2,"English","1.50",2,"Male","No","28","Yes",695,"Fun","anyQUD"
2,"english","yes",1,"Female","no problems","25","Yes",696,"fun survey","anyQUD"
1,"English","1.50",2,"Female","No problems. Everything was easily understandable and worked fine.","61","Yes",697,"A really fun and engaging study (with a tad bit of reasoning involved) - my favorite one thus far today! Thank you.","anyQUD"
3,"english","1.50",2,"Female","I wasn't sure how long it was going to go on for. It felt long","32","Yes",698,"","anyQUD"
4,"english","1",2,"Male","no","39","Yes",699,"good survey","anyQUD"
3,"Turkish","2",1,"","","35","Yes",700,"","anyQUD"
3,"English","yes",2,"Male","no","41","Yes",701,"","anyQUD"
3,"English","2",2,"Male","No problems at all.","40","Yes",702,"The experiment was fun and interactive.","anyQUD"
3,"English","1.50",2,"Male","No issues","44","Yes",703,"I got some of the gumballs","anyQUD"
3,"English","1.62",1,"Male","nope","30","Yes",704,"","anyQUD"
4,"English","yes",2,"Female","no","40","Yes",705,"This was kinda fun!","anyQUD"
1,"english","1.75",2,"Female","no","55","Yes",706,"","anyQUD"
1,"english","fair or almost fair",1,"Male","just unsure about ""some of the gumballs"" when it gave me all, because in one sense some isn't true because it's not all, but since i got any number of gumballs i also in a sense did get some.","30","Yes",707,"just unsure about ""some of the gumballs"" when it gave me all, because in one sense some isn't true because it's not all, but since i got any number of gumballs i also in a sense did get some.","anyQUD"
3,"english","2.00",2,"Female","no","28","Yes",708,"","anyQUD"
3,"English","yes",2,"Male","no","35","Yes",709,"very  interesting this survey","anyQUD"
3,"English","1.5",1,"Male","No","29","Yes",710,"Good","anyQUD"
3,"English","Yes",2,"Male","No","70","Yes",711,"","anyQUD"
2,"English","1.50",2,"Male","","30","Yes",712,"","anyQUD"
3,"English","1.50",2,"Male","No problems","26","Yes",713,"Quite interesting","anyQUD"
3,"English, Spanish","Yes",1,"Female","None","42","Yes",714,"Thanks!","anyQUD"
3,"English","Like",2,"Female","NO","37","Yes",715,"very effective in this study","anyQUD"
3,"English","Good",2,"Male","Nothing","29","Yes",716,"Good","anyQUD"
2,"English","2.00",1,"Female","No","23","Yes",717,"","anyQUD"
3,"English","2.00",1,"Male","No issues.","30","Yes",718,"Thanks for the HIT!","anyQUD"
4,"English","1.5",1,"Female","","29","Confused",719,"","anyQUD"
2,"English","1.50",2,"Female","No problems or bugs","62","Yes",720,"Wasn't sure why the employee would get fired but kept answering the question to the best of my recollection - thanks","anyQUD"
3,"English","Yes",2,"Female","No","27","Yes",721,"Interesting experiment","anyQUD"
3,"English","3",1,"Male","no","35","Yes",722,"A great and wonderful study.","anyQUD"
3,"English","2",2,"Female","","25","Yes",723,"","anyQUD"
3,"English","2.50",1,"Male","No","41","Yes",724,"","anyQUD"
1,"English","1.50",2,"Female","Sometimes the machine would appear then disappear and I'd hear the chink but then it would flip to hit space bar","40","Confused",725,"","anyQUD"
1,"English ","$2",1,"Male","no","20","Yes",726,"","anyQUD"
3,"English, Spanish","3.00",2,"Female","Yes! It was weird the robot voice sometimes wouldn't even finish her sentence or give me a chance to respond it would just make a ""DUN!"" sound you know like the windows error noise? And then the gumball machine would disappear and the screen would ask me to press the spacebar. I hope this doesn't get my HIT rejected :-( ","26","Yes",727,"No comments! It was fun!","anyQUD"
3,"english","1.50",2,"Male","no","34","Yes",728,"","anyQUD"
3,"english","1.50",1,"Female","none","36","Yes",729,"none","anyQUD"
2,"English","Yes",1,"Male","No","58","Yes",730,"Thank you!","anyQUD"
3,"English","5.00",2,"Female","No problems","54","Yes",731,"","anyQUD"
3,"russian","yes",2,"Female","no","30","Yes",732,"","anyQUD"
2,"English","Yes",2,"Female","It had random ones were it moved directly to press space before I could answer without giving me the 4 seconds","23","Yes",733,"","anyQUD"
3,"English","1.50",2,"Male","nothing.","30","Yes",734,"good and nice.","anyQUD"
3,"english","1.50",2,"Female","no","23","Yes",735,"good","anyQUD"
3,"english","1.5",1,"Female","one of the trials didn't show the gumball machine","34","Yes",736,"","anyQUD"
3,"English","1.50",2,"Male","no","58","",737,"","anyQUD"
1,"english","2.00",1,"Female","no","34","No",738,"","anyQUD"
2,"English","1.50",2,"Female","No","47","Yes",739,"","anyQUD"
2,"ENGLISH","1.50",2,"Female","no","32","Yes",740,"great hit ","anyQUD"
2,"English","it's ok",1,"Male","No","41","Yes",741,"","anyQUD"
1,"English","2.00",1,"Male","I got a wrong sound effect often and the voice clips were delayed some times.","27","Confused",742,"","anyQUD"
2,"English","1.50",1,"Male","No bugs.","26","Yes",743,"","anyQUD"
3,"English","1.50",2,"Female","no","27","No",744,"","anyQUD"
3,"English","1.75",1,"Male","","36","Yes",745,"","anyQUD"
2,"English","1.50",2,"Female","","41","Yes",746,"This is so difficult, because things can be interpreted different by different people, even by the same person as they progress through the game. Really interesting.","anyQUD"
4,"English","2.00",2,"Female","no","62","Yes",747,"","anyQUD"
2,"ENGLISH","YES",2,"Female","NO","44","Yes",748,"","anyQUD"
2,"English","seems fair",2,"Female","none that I noticed.","45","Yes",749,"Might have missed a few, but I enjoyed it. thank you.","anyQUD"
2,"English","1.50",2,"Male","No","31","Yes",750,"Great experiment!","anyQUD"
3,"English","",2,"Male","","35","Yes",751,"","anyQUD"
3,"English","1.50",2,"Male","No","29","Yes",752,"Good survey","anyQUD"
2,"english","2$",1,"Male","no","25","Yes",753,"","anyQUD"
3,"english","yes",2,"Male","no","38","Yes",754,"good thinking","anyQUD"
2,"United States","1.50",1,"Female","","25","Yes",755,"","anyQUD"
3,"english","Yes",2,"Female","No","27","No",756,"","anyQUD"
2,"eng","1.50",1,"Female","ty","32","Yes",757,"ty","anyQUD"
3,"English","Yes",1,"Female","No","28","Yes",758,"It was good to complete this study.","anyQUD"
3,"English","1.50",1,"Male","","62","",759,"","anyQUD"
2,"English","2.00",2,"Male","no","48","Yes",760,"It's nice to do a HIT that isn't a bunch of fill in the bubbles for pages on end.","anyQUD"
3,"English","Yes",1,"Male","No","35","Yes",761,"Nice","anyQUD"
4,"English","1.50",2,"Female","none","46","Yes",762,"","anyQUD"
3,"English","2.00",2,"Male","None","45","Yes",763,"Thank you for letting me participate. ","anyQUD"
2,"english","2.00",1,"Female","There were multiple tests I missed because it didn't give me enough time to listen to what she said and react, she wouldn't be finished with ""you have.."" and it would ding and go to the ""press space"" section to start the next trial. ","29","Yes",764,"","anyQUD"
3,"English","1.75",2,"Male","None that I noticed","28","Yes",765,"Thanks for the opportunity!","anyQUD"
3,"English","good",2,"Female","No problems here. ","43","Yes",766,"I really enjoyed this experiment, thank you!","anyQUD"
2,"English","1.70",2,"Female","There were no issues, or bugs.","34","Yes",767,"Sometimes when I'd get all the gumballs and it'd say, ""you got some of the gumballs"", I'd get confused because I got all and didn't know if I should pick agree, or disagree.","anyQUD"
3,"English","1.50",2,"Female","no","44","Yes",768,"The some of the gumballs question was confusing since I wasn't sure if it was yes or no when all the gumballs came out.","anyQUD"
4,"English","1.50",2,"Female","Yes at one it wouldn't respond to my input and then I couldn't get it to move on when I hit space for a few seconds, but it started working again pretty quickly.","27","Yes",769,"interesting","anyQUD"
2,"English","1.50",2,"Male","no","43","Yes",770,"","anyQUD"
4,"English","1.50",2,"Male","No problems","47","Yes",771,"No comments","anyQUD"
3,"english","1.50",2,"Female","no","38","Yes",772,"good survey","anyQUD"
3,"English","1",2,"Male","no","36","Yes",773,"","anyQUD"
3,"English","2.00",1,"Male","No","36","Yes",774,"No","anyQUD"
3,"English","2.00",1,"Male","no","39","No",775,"nothing I can think of","anyQUD"
2,"English","yes",2,"Female","no","70","Yes",776,"Would have liked feedback on first samples of hit.","anyQUD"
3,"English","1.50",2,"Female","no","36","Yes",777,"This was very fun and enjoyable!","anyQUD"
2,"English","1.50",1,"Male","No","64","Yes",778,"None","anyQUD"
3,"English","2",1,"Male","Nothing.","26","Yes",779,"No comments.","anyQUD"
3,"English","1.30",1,"Male","","29","Yes",780,"","anyQUD"
4,"English","2.00",1,"Male","no","39","Yes",781,"","anyQUD"
3,"english","1.50",2,"Female","no","25","Yes",782,"i like this","anyQUD"
4,"English","1.50",2,"Female","","29","Yes",783,"","anyQUD"
2,"English","no",1,"Male","No.","49","Yes",784,"This study was interesting.","anyQUD"
4,"english","1.50",2,"Female","","41","Yes",785,"","anyQUD"
3,"English","1.5",1,"Male","","31","Yes",786,"","anyQUD"
3,"english","2.50",2,"Male","no","26","Yes",787,"","anyQUD"
3,"english","1.5",2,"Male","no problems","25","Yes",788,"Fun survey, hope to see more","anyQUD"
3,"English","1.5",2,"Male","","45","Yes",789,"On one of the first questions I answered no as the amount of the gumballs was not exact, ie ""You got two"" when there were five, then I decided that I had gotten at least two and should have answered yes. So during the rest of the study, if the amount was the same or more than the number asked in her question, I answered yes.","anyQUD"
3,"english","good",2,"Male","no","26","Yes",790,"i like this study","anyQUD"
1,"English","the price offered",2,"Female","I accidentally hit the wrong letter a couple of times when my finger reacted faster than my brain did, but otherwise no.","37","Yes",791,"Everything seemed pretty straightforward, overall.","anyQUD"
1,"english","yes",2,"Male","n/a","35","Yes",792,"","anyQUD"
3,"English","2.00",2,"Female","No problems","51","Yes",793,"Good","anyQUD"
3,"English ","a bit low",1,"Male","some of the rounds ended before it finished speaking how many gumballs i even got ","40","Yes",794,"","anyQUD"
2,"English","Sure",1,"Male","No bugs, but the initial explanation was bonkers.","28","Yes",795,"","anyQUD"
2,"english","1.50",2,"Female","no","52","Confused",796,"Thank you!","anyQUD"
4,"English","2.00",2,"Male","No","45","Yes",797,"","anyQUD"
1,"English ","yes",1,"Male","no","30","Yes",798,"interesting ","anyQUD"
3,"English","Definitely a fair price overall, especially when compared to other HITS. ",2,"Male","No bugs encountered during this experiment. ","31","Yes",799,"Fun experiment overall, thanks for having me. Nicely designed task/experiment, keep up the good work. Was very easy to stay engaged with the way this was set up and not overly tedious in any form","anyQUD"
2,"English","1.00",1,"Male","no issues","34","Yes",800,"I answered in the negative if I was asked ""you got two gumballs"" but I had received 5. While it is true that I had two gumballs I got 5 not two. Interesting HIT, I am curious to see how others interpreted these statements. Very cool.","noQUD"
3,"English","1.50",1,"Female","","24","No",801,"","noQUD"
3,"English","1.50",2,"Female","One or two of them froze up on me","41","Yes",802,"","noQUD"
3,"English","yes",2,"Female","no","41","Yes",803,"none.","noQUD"
2,"english","yes",2,"Male","","41","Yes",804,"Change the voice a couple timee throughout turk","noQUD"
3,"English","1.50",2,"Female","no","43","Yes",805,"","noQUD"
3,"English","2.00",1,"Female","None","28","Yes",806,"Gumballs: Semantic satiation commences.","noQUD"
3,"English","2.00",2,"Female","Some of the questions I was not able to answer. It was timed out before the question was done","33","No",807,"","noQUD"
3,"English","1.50",0,"Male","no","32","Confused",808,"","noQUD"
3,"English","yes",2,"Male","no","47","Yes",809,"none","noQUD"
1,"English","2.00",2,"Female","N/A","30","Yes",810,"N/A","noQUD"
3,"english","no",1,"Male","no","26","Yes",811,"way underpaid","noQUD"
3,"English","1.50",1,"Male","","33","Yes",812,"","noQUD"
3,"ENGLISH","1.50",2,"Male","None","33","Yes",813,"None","noQUD"
2,"English","yes",2,"Male","None","32","Yes",814,"","noQUD"
3,"english","1.50",1,"Female","no","46","Yes",815,"","noQUD"
2,"English","1.50",2,"Female","No","51","Yes",816,"Very interesting hit.","noQUD"
2,"English","yes",2,"Female","no","38","Yes",817,"","noQUD"
2,"english","2.00",2,"Female","no","37","Yes",818,"n/a","noQUD"
1,"English","1.50",2,"Male","no","35","Yes",819,"","noQUD"
4,"English","2",2,"Male","no","44","Yes",820,"I answered based on the exact amount - midway through I began to think about the amounts.  IF I recieved 8 and it asked about 2 - technically yes I got 2 but I decided to answer on the exact amount as opposed to over thinking it","noQUD"
3,"English","interesting",1,"Male","no ","26","No",821,"This survey is very perfect.","noQUD"
2,"English","1.50",2,"Female","no","68","Yes",822,"I liked it although I did make some mistakes","noQUD"
2,"English","2.00",2,"Male","no","37","Yes",823,"","noQUD"
3,"Bemba","",2,"Female","","32","Yes",824,"","noQUD"
3,"English","1.50",2,"Male","No","29","Yes",825,"Good.","noQUD"
4,"english","5",1,"Female","no","30","Yes",826,"","noQUD"
2,"English","1.50",1,"Male","No.","32","Yes",827,"No comments, thank you.","noQUD"
1,"English","1.75",2,"Male","No issues","27","Yes",828,"","noQUD"
4,"English","3.00",1,"Male","","51","Yes",829,"","noQUD"
3,"English","1.50",2,"Male","no","49","Yes",830,"","noQUD"
3,"english","yes",2,"Male","","51","Yes",831,"","noQUD"
3,"English","1.00",2,"Male","None","41","Yes",832,"Took a few tries to get into the groove of it, but wasn't too difficult and I found it enjoyable.  Thank you.","noQUD"
1,"English","1.00",2,"Male","","29","Yes",833,"I had a very hard time associating j with true. i don't know why but i was constantly doubting myself with about it.","noQUD"
1,"english","yes",2,"Female","no","65","Yes",834,"none","noQUD"
1,"English",".50",2,"Female","no","37","Yes",835,"None, thank you","noQUD"
1,"English","$2",1,"Male","No","26","Yes",836,"","noQUD"
2,"English","yes",2,"Male","none","55","",837,"none","noQUD"
3,"English","1.50",2,"Male","No","30","Yes",838,"I LIKE THIS SURVEY VERY MUCH","noQUD"
3,"English","1.5",2,"Male","No","35","Yes",839,"Good","noQUD"
3,"English","YES",2,"Male","no","25","Yes",840,"Interesting survey","noQUD"
2,"english","1.00",2,"Female","no","26","Yes",841,"","noQUD"
3,"English","1.50",1,"Female","no","55","Yes",842,"","noQUD"
3,"English","Yes",2,"Female","No","60","Yes",843,"Thank your for an engaging yet fun hit.","noQUD"
4,"English","1.50",2,"Female","no","33","Yes",844,"No","noQUD"
3,"English","Yes",2,"Male","None and nine sound very similar.","35","Yes",845,"Thanks!","noQUD"
2,"English","Yes",2,"Female","No","43","Yes",846,"","noQUD"
3,"english","2",1,"Male","sometimes the audio would not play","32","No",847,"I think the graphic and audio may have some bugs","noQUD"
2,"english","2.00",1,"Male","no","37","Yes",848,"I didn't realize until halfway through that getting any gumballs would count as getting some gumballs. ","noQUD"
3,"English","1.50",2,"Male","No any problems","29","Yes",849,"Its very interesting i would like it","noQUD"
3,"english","2.00",2,"Male","","40","Yes",850,"","noQUD"
1,"English","2.00",1,"Male","No.","27","Yes",851,"","noQUD"
2,"English","yes",2,"Female","no","21","Yes",852,"A little boring but worth the money","noQUD"
2,"Engilsh","456",1,"Male","no problems","30","Yes",853,"good survey","noQUD"
3,"English","3.00",1,"Male","","29","Yes",854,"","noQUD"
4,"English","yes",2,"Female","No problems","54","Yes",855,"Good study!","noQUD"
3,"English","1.50",1,"Male","no","31","Yes",856,"","noQUD"
3,"english","1.50",2,"Female","No problems or bugs","31","Yes",857,"No additional comments","noQUD"
2,"english","1.50",1,"Male","no","40","Yes",858,"","noQUD"
3,"English","yes",2,"Female","no","73","",859,"","noQUD"
3,"English","2.00",2,"Male","","26","Yes",860,"","noQUD"
3,"English","1.50",2,"Female","No issues","29","Yes",861,"This was interesting! The timing on the experiment and the language used throughout made me pause a few times but it was a good challenge","noQUD"
3,"English","1.50",1,"Female","Sometimes the gumballs would take long to drop creating the impression nothing was dropping and was I clicked it'll drop and I would mark it wrong","25","Yes",862,"","noQUD"
1,"english","yes",1,"Male","no","47","Yes",863,"","noQUD"
3,"English","1.5",2,"Male","no","38","Yes",864,"","noQUD"
3,"English","$2",1,"Female","no","30","Yes",865,"","noQUD"
4,"english","Good",2,"Male","Nothing","30","Yes",866,"Good survey","noQUD"
3,"English","Yes",1,"Male","No","25","Confused",867,"","noQUD"
2,"English","2.00",2,"Female","no","36","Yes",868,"No.","noQUD"
1,"English","3.00",1,"Male","No problems","25","Yes",869,"Thank you","noQUD"
3,"English","2",2,"Female","nothing i could see","49","Yes",870,"","noQUD"
3,"English","1.50",2,"Male","No.","29","Yes",871,"N/A","noQUD"
2,"English","1.50",2,"Male","No","33","Yes",872,"Sort of fun, could add more to it I suppose.","noQUD"
3,"English","Yes",1,"Female","No.","33","Yes",873,"I have never done a HIT like this before. ","noQUD"
2,"english","1.5",2,"Male","no","30","Yes",874,"","noQUD"
3,"English","2",2,"Male","no","48","Yes",875,"very interesting","noQUD"
3,"English","1.50",2,"Female","no","57","Yes",876,"It was fun and interesting.","noQUD"
3,"English","1.50",1,"Male","No","22","Yes",877,"Have a great day!","noQUD"
3,"english","2.00",2,"Female","no","39","Yes",878,"","noQUD"
4,"English","2.00",2,"Female","I'm not sure if I was supposed to actually count the number of gumballs each time, but there wasn't enough time to count when it said 8-11 gumballs. ","36","Yes",879,"","noQUD"
3,"english","1.50",2,"Female","no","41","Yes",880,"really so thankful to allow me to take this survey","noQUD"
3,"english","I don't know",2,"Female","none that i noticed","52","Yes",881,"","noQUD"
2,"english","2.00",1,"Male","no","34","Yes",882,"","noQUD"
4,"English","1.50",1,"Female","Sometimes the voice got quieter.","44","Yes",883,"","noQUD"
4,"English","5.00",1,"Male","no","31","Yes",884,"","noQUD"
4,"English","1.50",2,"Female","no","31","Yes",885,"","noQUD"
2,"United States","meh",1,"Female","j and f ","57","Yes",886,"annoying, please pay me","noQUD"
3,"English","0.55",2,"Male","I got confused as towhether I was jst listing to the sound to determine the answers, then I used the graphics to determine my answers.  Even then my initial reactions cuased me to press the wrong answer a number of times.","62","Confused",887,"Odd hit. I could not figure out what was being studied.","noQUD"
2,"english","good",2,"Male","no","30","Yes",888,"good","noQUD"
2,"English","1.50",2,"","No","60","Yes",889,"I wasn't sure whether to agree with a spoken statement claiming that I got a smaller number of gumballs than I actually did.  If I actually got eight, did I also get any number less than eight?","noQUD"
4,"english","yes",1,"Female","","44","Confused",890,"","noQUD"
3,"English","1.50",1,"Male","","40","Yes",891,"","noQUD"
3,"English","2",2,"Female","No","30","Yes",892,"","noQUD"
4,"english","1.50",2,"Male","no","30","No",893,"very interesting","noQUD"
3,"English","I think very interesting.",2,"Male","no","40","Yes",894,"Very excellent to this survey.","noQUD"
1,"english","1.00",2,"Male","no it worked pretty well","29","Yes",895,"i was not sure if when she said some of the gumballs and all of them fell weather or not it was the truth, but technically speaking i guess it was the truth so i hit the J. ","noQUD"
1,"English","$1",2,"Male","","22","Yes",896,"","noQUD"
2,"English","2.00",2,"Male","none","34","Yes",897,"","noQUD"
2,"English","2",2,"Male","","36","Yes",898,"","noQUD"
3,"English","1.50",1,"Male","no","43","Yes",899,"","noQUD"
4,"English","1.50",1,"Female","None","34","Yes",900,"","noQUD"
3,"English","2.00 ",1,"Male","","28","Yes",901,"It was tricky. If it says ""You got 5 of the gumballs"" and there are 8, it's technically true you got 5, but you didn't get exactly 5. I wasn't sure how to answer in those instances. ","noQUD"
3,"English","",2,"Female","No","27","Yes",902,"","noQUD"
4,"English","1.50",0,"Male","Nothing","34","Yes",903,"Good Survey","noQUD"
2,"english","1.50",2,"Male","","31","Yes",904,"","noQUD"
3,"English","1.50",2,"Male","No","34","Yes",905,"This was rather interesting, stimulating and fun.","noQUD"
4,"United States","2",2,"Male","no","33","Yes",906,"","noQUD"
1,"english","1.50",2,"Female","no","37","Yes",907,"","noQUD"
2,"English","1.50",1,"Female","No","34","Yes",908,"Thank you.","noQUD"
3,"English","1.50",2,"Female","No","53","Yes",909,"None.","noQUD"
3,"english","2.00",2,"Female","no","39","Yes",910,"","noQUD"
2,"English","1.50",2,"Female","no","33","Yes",911,"it was fun","noQUD"
4,"","",2,"Male","No.","72","",912,"This may have been the purpose of your experiment.  But When I have for example 5 gumballs and you state that I have 2 of the gumballs, you are probably looking for ""NO"", but I can arguably, and logically, say ""YES"". The fact that I have 3 other gumballs does do negate the fact that I have 2 gumballs.","noQUD"
2,"English","yes",1,"Female","no","28","Yes",913,"","noQUD"
4,"English","1.50",2,"Male","no","30","Yes",914,"this study is very like","noQUD"
3,"English","Yes",2,"Female","There were some times near the end of the experiment where before I could press my answer, the animation disappeared and there was only the prompt ""Press the space bar""","27","Yes",915,"","noQUD"
2,"English","2.00",2,"Female","None","33","Yes",916,"","noQUD"
3,"","good",2,"Male","","23","Yes",917,"","noQUD"
2,"Persian","1",2,"Male","No problem","21","Yes",918,"","noQUD"
4,"English","3",2,"Male","None","30","Yes",919,"","noQUD"
2,"English","2.50",1,"Male","","34","Yes",920,"","noQUD"
3,"english","75",1,"Male","nothing","30","Yes",921,"good","noQUD"
3,"English","2.00",1,"Male","","50","Yes",922,"","noQUD"
4,"English","2",1,"Male","no","36","Yes",923,"","noQUD"
