slide_type,image,slide_number,response,Answer.condition,workerid,audio,Answer.time_in_minutes
trial_2,5,52,"[1581, 'No']",age2-anyQUD,60,all.wav,12.414983333333334
trial_2,5,53,"[2263, 'Yes']",age2-anyQUD,60,five.wav,12.414983333333334
trial_2,13,54,"[1482, 'Yes']",age2-anyQUD,60,all.wav,12.414983333333334
trial_2,5,55,"[1771, 'No']",age2-anyQUD,60,two.wav,12.414983333333334
trial_2,0,56,"[1523, 'No']",age2-anyQUD,60,summa.wav,12.414983333333334
trial_2,13,57,"[3846, 'No']",age2-anyQUD,60,ten.wav,12.414983333333334
trial_2,0,58,"[1953, 'No']",age2-anyQUD,60,three.wav,12.414983333333334
trial_2,0,59,"[1816, 'Yes']",age2-anyQUD,60,none.wav,12.414983333333334
trial_2,8,60,"[1532, 'No']",age2-anyQUD,60,all.wav,12.414983333333334
trial_2,2,61,"[1621, 'Yes']",age2-anyQUD,60,two.wav,12.414983333333334
trial_2,13,62,"[1264, 'Yes']",age2-anyQUD,60,all.wav,12.414983333333334
trial_2,13,63,"[1987, 'No']",age2-anyQUD,60,summa.wav,12.414983333333334
trial_2,2,64,"[2565, 'Yes']",age2-anyQUD,60,summa.wav,12.414983333333334
trial_2,13,65,"[1662, 'No']",age2-anyQUD,60,summa.wav,12.414983333333334
trial_2,0,66,"[1854, 'Yes']",age2-anyQUD,60,none.wav,12.414983333333334
trial_2,0,67,"[2049, 'No']",age2-anyQUD,60,all.wav,12.414983333333334
trial_2,5,68,"[2586, 'No']",age2-anyQUD,60,nine.wav,12.414983333333334
trial_2,13,69,"[1604, 'Yes']",age2-anyQUD,60,all.wav,12.414983333333334
trial_2,8,70,"[3475, 'Yes']",age2-anyQUD,60,eight.wav,12.414983333333334
trial_2,2,71,"[1824, 'No']",age2-anyQUD,60,twelve.wav,12.414983333333334
trial_2,8,72,"[1851, 'No']",age2-anyQUD,60,two.wav,12.414983333333334
trial_2,11,73,"[2089, 'Yes']",age2-anyQUD,60,summa.wav,12.414983333333334
trial_2,0,74,"[1590, 'No']",age2-anyQUD,60,summa.wav,12.414983333333334
trial_2,13,75,"[2606, 'No']",age2-anyQUD,60,summa.wav,12.414983333333334
trial_2,2,76,"[1583, 'No']",age2-anyQUD,60,none.wav,12.414983333333334
trial_2,2,77,"[1707, 'Yes']",age2-anyQUD,60,two.wav,12.414983333333334
trial_2,5,78,"[1483, 'Yes']",age2-anyQUD,60,five.wav,12.414983333333334
trial_2,13,79,"[1736, 'No']",age2-anyQUD,60,summa.wav,12.414983333333334
trial_2,13,80,"[1287, 'Yes']",age2-anyQUD,60,all.wav,12.414983333333334
trial_2,11,81,"[5653, 'No']",age2-anyQUD,60,eleven.wav,12.414983333333334
trial_2,13,82,"[1749, 'No']",age2-anyQUD,60,five.wav,12.414983333333334
trial_2,11,83,"[1982, 'No']",age2-anyQUD,60,all.wav,12.414983333333334
bot_check,Margaret,1,"[0, 'Margaret']",age2-anyQUD,61,,13.10025
audio_check,,3,"[0, 'Four']",age2-anyQUD,61,,13.10025
comprehension_check_1,,4,"[0, 'Jam']",age2-anyQUD,61,,13.10025
practice_trial,13,6,"[2456, 'No']",age2-anyQUD,61,none.wav,13.10025
practice_trial,13,7,"[2503, 'Yes']",age2-anyQUD,61,all.wav,13.10025
practice_trial,0,8,"[1917, 'No']",age2-anyQUD,61,all.wav,13.10025
practice_trial,0,9,"[2520, 'Yes']",age2-anyQUD,61,none.wav,13.10025
trial_1,13,11,"[5772, 'No']",age2-anyQUD,61,summa.wav,13.10025
trial_1,13,12,"[1613, 'Yes']",age2-anyQUD,61,all.wav,13.10025
trial_1,5,13,"[3927, 'No']",age2-anyQUD,61,four.wav,13.10025
trial_1,0,14,"[1835, 'No']",age2-anyQUD,61,summa.wav,13.10025
trial_1,8,15,"[2953, 'No']",age2-anyQUD,61,none.wav,13.10025
trial_1,5,16,"[1889, 'No']",age2-anyQUD,61,all.wav,13.10025
trial_1,8,17,"[2943, 'Yes']",age2-anyQUD,61,eight.wav,13.10025
trial_1,13,18,"[2440, 'No']",age2-anyQUD,61,summa.wav,13.10025
trial_1,0,19,"[1394, 'Yes']",age2-anyQUD,61,none.wav,13.10025
trial_1,13,20,"[1700, 'Yes']",age2-anyQUD,61,all.wav,13.10025
trial_1,8,21,"[2907, 'No']",age2-anyQUD,61,eleven.wav,13.10025
trial_1,11,22,"[5847, 'No']",age2-anyQUD,61,thirteen.wav,13.10025
trial_1,0,23,"[1679, 'No']",age2-anyQUD,61,five.wav,13.10025
trial_1,13,24,"[3814, 'No']",age2-anyQUD,61,eight.wav,13.10025
trial_1,2,25,"[1550, 'Yes']",age2-anyQUD,61,two.wav,13.10025
trial_1,8,26,"[1984, 'Yes']",age2-anyQUD,61,summa.wav,13.10025
trial_1,2,27,"[1753, 'No']",age2-anyQUD,61,all.wav,13.10025
trial_1,2,28,"[1860, 'Yes']",age2-anyQUD,61,two.wav,13.10025
trial_1,0,29,"[1796, 'No']",age2-anyQUD,61,all.wav,13.10025
trial_1,5,30,"[1936, 'Yes']",age2-anyQUD,61,five.wav,13.10025
trial_1,0,31,"[1990, 'No']",age2-anyQUD,61,eleven.wav,13.10025
trial_1,13,32,"[1826, 'Yes']",age2-anyQUD,61,all.wav,13.10025
trial_1,13,33,"[2007, 'No']",age2-anyQUD,61,summa.wav,13.10025
trial_1,8,34,"[6414, 'Yes']",age2-anyQUD,61,eight.wav,13.10025
trial_1,11,35,"[1983, 'No']",age2-anyQUD,61,none.wav,13.10025
trial_1,11,36,"[2305, 'No']",age2-anyQUD,61,all.wav,13.10025
trial_1,11,37,"[3549, 'No']",age2-anyQUD,61,seven.wav,13.10025
trial_1,5,38,"[1755, 'No']",age2-anyQUD,61,ten.wav,13.10025
trial_1,2,39,"[1512, 'Yes']",age2-anyQUD,61,two.wav,13.10025
trial_1,13,40,"[1659, 'Yes']",age2-anyQUD,61,all.wav,13.10025
trial_1,0,41,"[1711, 'No']",age2-anyQUD,61,summa.wav,13.10025
trial_1,5,42,"[2131, 'Yes']",age2-anyQUD,61,summa.wav,13.10025
trial_1,2,43,"[1549, 'Yes']",age2-anyQUD,61,two.wav,13.10025
trial_1,11,44,"[4252, 'Yes']",age2-anyQUD,61,eleven.wav,13.10025
trial_1,13,45,"[2049, 'No']",age2-anyQUD,61,summa.wav,13.10025
trial_1,0,46,"[1381, 'Yes']",age2-anyQUD,61,none.wav,13.10025
comprehension_check_2,,47,"[0, 'Jam']",age2-anyQUD,61,,13.10025
trial_2,13,48,"[5002, 'No']",age2-anyQUD,61,ten.wav,13.10025
trial_2,5,49,"[2190, 'Yes']",age2-anyQUD,61,five.wav,13.10025
trial_2,13,50,"[1746, 'Yes']",age2-anyQUD,61,all.wav,13.10025
trial_2,8,51,"[1736, 'No']",age2-anyQUD,61,all.wav,13.10025
trial_2,0,52,"[1654, 'Yes']",age2-anyQUD,61,none.wav,13.10025
trial_2,8,53,"[3022, 'Yes']",age2-anyQUD,61,eight.wav,13.10025
trial_2,2,54,"[2151, 'Yes']",age2-anyQUD,61,summa.wav,13.10025
trial_2,13,55,"[2411, 'No']",age2-anyQUD,61,summa.wav,13.10025
trial_2,5,56,"[1880, 'No']",age2-anyQUD,61,two.wav,13.10025
trial_2,2,57,"[1474, 'Yes']",age2-anyQUD,61,two.wav,13.10025
trial_2,5,58,"[1957, 'No']",age2-anyQUD,61,all.wav,13.10025
trial_2,13,59,"[1471, 'Yes']",age2-anyQUD,61,all.wav,13.10025
trial_2,11,60,"[3367, 'No']",age2-anyQUD,61,one.wav,13.10025
trial_2,0,61,"[1697, 'No']",age2-anyQUD,61,three.wav,13.10025
trial_2,13,62,"[2120, 'No']",age2-anyQUD,61,none.wav,13.10025
trial_2,8,63,"[2829, 'Yes']",age2-anyQUD,61,eight.wav,13.10025
trial_2,13,64,"[1609, 'No']",age2-anyQUD,61,summa.wav,13.10025
trial_2,0,65,"[2191, 'No']",age2-anyQUD,61,summa.wav,13.10025
trial_2,2,66,"[1539, 'No']",age2-anyQUD,61,none.wav,13.10025
trial_2,8,67,"[1599, 'No']",age2-anyQUD,61,two.wav,13.10025
trial_2,13,68,"[1733, 'No']",age2-anyQUD,61,summa.wav,13.10025
trial_2,0,69,"[1776, 'No']",age2-anyQUD,61,all.wav,13.10025
trial_2,13,70,"[1891, 'No']",age2-anyQUD,61,five.wav,13.10025
trial_2,13,71,"[1323, 'Yes']",age2-anyQUD,61,all.wav,13.10025
trial_2,2,72,"[2109, 'No']",age2-anyQUD,61,twelve.wav,13.10025
trial_2,13,73,"[1332, 'No']",age2-anyQUD,61,summa.wav,13.10025
trial_2,11,74,"[5280, 'Yes']",age2-anyQUD,61,eleven.wav,13.10025
trial_2,2,75,"[1575, 'Yes']",age2-anyQUD,61,two.wav,13.10025
trial_2,0,76,"[1619, 'Yes']",age2-anyQUD,61,none.wav,13.10025
trial_2,13,77,"[1146, 'Yes']",age2-anyQUD,61,all.wav,13.10025
trial_2,8,78,"[2324, 'Yes']",age2-anyQUD,61,eight.wav,13.10025
trial_2,5,79,"[1294, 'Yes']",age2-anyQUD,61,five.wav,13.10025
trial_2,5,80,"[1689, 'No']",age2-anyQUD,61,nine.wav,13.10025
trial_2,11,81,"[1658, 'No']",age2-anyQUD,61,all.wav,13.10025
trial_2,0,82,"[1636, 'No']",age2-anyQUD,61,summa.wav,13.10025
trial_2,11,83,"[1544, 'Yes']",age2-anyQUD,61,summa.wav,13.10025
bot_check,Jennifer,1,"[0, 'Jennifer']",age2-anyQUD,62,,13.096066666666667
audio_check,,3,"[0, 'Four']",age2-anyQUD,62,,13.096066666666667
comprehension_check_1,,4,"[0, 'Jam']",age2-anyQUD,62,,13.096066666666667
practice_trial,13,6,"[10724, 'Yes']",age2-anyQUD,62,none.wav,13.096066666666667
practice_trial,13,7,"[3234, 'Yes']",age2-anyQUD,62,all.wav,13.096066666666667
practice_trial,0,8,"[1880, 'No']",age2-anyQUD,62,all.wav,13.096066666666667
practice_trial,0,9,"[1844, 'Yes']",age2-anyQUD,62,none.wav,13.096066666666667
trial_1,0,11,"[2232, 'Yes']",age2-anyQUD,62,none.wav,13.096066666666667
trial_1,0,12,"[4250, 'No']",age2-anyQUD,62,summa.wav,13.096066666666667
trial_1,8,13,"[4239, 'No']",age2-anyQUD,62,eleven.wav,13.096066666666667
trial_1,13,14,"[5002, 'Yes']",age2-anyQUD,62,summa.wav,13.096066666666667
trial_1,13,15,"[2491, 'Yes']",age2-anyQUD,62,summa.wav,13.096066666666667
trial_1,2,16,"[2043, 'No']",age2-anyQUD,62,all.wav,13.096066666666667
trial_1,13,17,"[1894, 'Yes']",age2-anyQUD,62,all.wav,13.096066666666667
trial_1,13,18,"[3025, 'No']",age2-anyQUD,62,eight.wav,13.096066666666667
trial_1,0,19,"[1925, 'No']",age2-anyQUD,62,five.wav,13.096066666666667
trial_1,8,20,"[2062, 'Yes']",age2-anyQUD,62,summa.wav,13.096066666666667
trial_1,8,21,"[3190, 'No']",age2-anyQUD,62,none.wav,13.096066666666667
trial_1,11,22,"[5746, 'No']",age2-anyQUD,62,thirteen.wav,13.096066666666667
trial_1,5,23,"[1906, 'No']",age2-anyQUD,62,all.wav,13.096066666666667
trial_1,8,24,"[3430, 'Yes']",age2-anyQUD,62,eight.wav,13.096066666666667
trial_1,13,25,"[1542, 'Yes']",age2-anyQUD,62,all.wav,13.096066666666667
trial_1,5,26,"[1922, 'No']",age2-anyQUD,62,four.wav,13.096066666666667
trial_1,2,27,"[1739, 'Yes']",age2-anyQUD,62,two.wav,13.096066666666667
trial_1,2,28,"[1623, 'Yes']",age2-anyQUD,62,two.wav,13.096066666666667
trial_1,11,29,"[8621, 'Yes']",age2-anyQUD,62,seven.wav,13.096066666666667
trial_1,11,30,"[1730, 'No']",age2-anyQUD,62,all.wav,13.096066666666667
trial_1,5,31,"[1628, 'Yes']",age2-anyQUD,62,five.wav,13.096066666666667
trial_1,5,32,"[1692, 'No']",age2-anyQUD,62,ten.wav,13.096066666666667
trial_1,13,33,"[2807, 'Yes']",age2-anyQUD,62,summa.wav,13.096066666666667
trial_1,2,34,"[1488, 'Yes']",age2-anyQUD,62,two.wav,13.096066666666667
trial_1,0,35,"[1966, 'No']",age2-anyQUD,62,eleven.wav,13.096066666666667
trial_1,13,36,"[1636, 'Yes']",age2-anyQUD,62,summa.wav,13.096066666666667
trial_1,0,37,"[1478, 'No']",age2-anyQUD,62,summa.wav,13.096066666666667
trial_1,8,38,"[1594, 'Yes']",age2-anyQUD,62,eight.wav,13.096066666666667
trial_1,5,39,"[1735, 'Yes']",age2-anyQUD,62,summa.wav,13.096066666666667
trial_1,0,40,"[1430, 'No']",age2-anyQUD,62,all.wav,13.096066666666667
trial_1,11,41,"[3911, 'Yes']",age2-anyQUD,62,eleven.wav,13.096066666666667
trial_1,13,42,"[1442, 'Yes']",age2-anyQUD,62,all.wav,13.096066666666667
trial_1,0,43,"[3595, 'Yes']",age2-anyQUD,62,none.wav,13.096066666666667
trial_1,13,44,"[1282, 'Yes']",age2-anyQUD,62,all.wav,13.096066666666667
trial_1,2,45,"[1317, 'Yes']",age2-anyQUD,62,two.wav,13.096066666666667
trial_1,11,46,"[2882, 'No']",age2-anyQUD,62,none.wav,13.096066666666667
comprehension_check_2,,47,"[0, 'Jam']",age2-anyQUD,62,,13.096066666666667
trial_2,0,48,"[4403, 'Yes']",age2-anyQUD,62,none.wav,13.096066666666667
trial_2,0,49,"[2834, 'No']",age2-anyQUD,62,summa.wav,13.096066666666667
trial_2,5,50,"[1844, 'No']",age2-anyQUD,62,all.wav,13.096066666666667
trial_2,8,51,"[2116, 'Yes']",age2-anyQUD,62,eight.wav,13.096066666666667
trial_2,13,52,"[2911, 'Yes']",age2-anyQUD,62,summa.wav,13.096066666666667
trial_2,13,53,"[1521, 'Yes']",age2-anyQUD,62,summa.wav,13.096066666666667
trial_2,8,54,"[1436, 'No']",age2-anyQUD,62,all.wav,13.096066666666667
trial_2,13,55,"[3489, 'Yes']",age2-anyQUD,62,all.wav,13.096066666666667
trial_2,2,56,"[1839, 'Yes']",age2-anyQUD,62,summa.wav,13.096066666666667
trial_2,0,57,"[1408, 'No']",age2-anyQUD,62,three.wav,13.096066666666667
trial_2,5,58,"[1648, 'Yes']",age2-anyQUD,62,five.wav,13.096066666666667
trial_2,13,59,"[2990, 'No']",age2-anyQUD,62,ten.wav,13.096066666666667
trial_2,13,60,"[2024, 'No']",age2-anyQUD,62,none.wav,13.096066666666667
trial_2,11,61,"[3274, 'No']",age2-anyQUD,62,one.wav,13.096066666666667
trial_2,5,62,"[1390, 'No']",age2-anyQUD,62,two.wav,13.096066666666667
trial_2,8,63,"[1360, 'Yes']",age2-anyQUD,62,eight.wav,13.096066666666667
trial_2,2,64,"[1096, 'Yes']",age2-anyQUD,62,two.wav,13.096066666666667
trial_2,13,65,"[1303, 'Yes']",age2-anyQUD,62,all.wav,13.096066666666667
trial_2,2,66,"[1280, 'Yes']",age2-anyQUD,62,two.wav,13.096066666666667
trial_2,2,67,"[1615, 'No']",age2-anyQUD,62,twelve.wav,13.096066666666667
trial_2,13,68,"[1828, 'Yes']",age2-anyQUD,62,all.wav,13.096066666666667
trial_2,0,69,"[1820, 'Yes']",age2-anyQUD,62,none.wav,13.096066666666667
trial_2,0,70,"[2030, 'No']",age2-anyQUD,62,all.wav,13.096066666666667
trial_2,2,71,"[1425, 'No']",age2-anyQUD,62,none.wav,13.096066666666667
trial_2,8,72,"[2831, 'Yes']",age2-anyQUD,62,eight.wav,13.096066666666667
trial_2,0,73,"[2767, 'No']",age2-anyQUD,62,summa.wav,13.096066666666667
trial_2,13,74,"[1857, 'Yes']",age2-anyQUD,62,summa.wav,13.096066666666667
trial_2,13,75,"[17493, 'Yes']",age2-anyQUD,62,summa.wav,13.096066666666667
trial_2,11,76,"[1911, 'Yes']",age2-anyQUD,62,eleven.wav,13.096066666666667
trial_2,13,77,"[1300, 'Yes']",age2-anyQUD,62,all.wav,13.096066666666667
trial_2,5,78,"[1496, 'No']",age2-anyQUD,62,nine.wav,13.096066666666667
trial_2,11,79,"[1654, 'No']",age2-anyQUD,62,all.wav,13.096066666666667
trial_2,13,80,"[1760, 'No']",age2-anyQUD,62,five.wav,13.096066666666667
trial_2,5,81,"[1925, 'Yes']",age2-anyQUD,62,five.wav,13.096066666666667
trial_2,8,82,"[1582, 'No']",age2-anyQUD,62,two.wav,13.096066666666667
trial_2,11,83,"[2843, 'Yes']",age2-anyQUD,62,summa.wav,13.096066666666667
bot_check,Mary,1,"[0, 'Mary']",age2-anyQUD,63,,10.514283333333333
audio_check,,3,"[0, 'Four']",age2-anyQUD,63,,10.514283333333333
comprehension_check_1,,4,"[0, 'Jam']",age2-anyQUD,63,,10.514283333333333
practice_trial,13,6,"[5717, 'No']",age2-anyQUD,63,none.wav,10.514283333333333
practice_trial,13,7,"[1679, 'Yes']",age2-anyQUD,63,all.wav,10.514283333333333
practice_trial,0,8,"[1576, 'No']",age2-anyQUD,63,all.wav,10.514283333333333
practice_trial,0,9,"[1857, 'Yes']",age2-anyQUD,63,none.wav,10.514283333333333
trial_1,13,11,"[2583, 'No']",age2-anyQUD,63,eight.wav,10.514283333333333
trial_1,0,12,"[2088, 'No']",age2-anyQUD,63,five.wav,10.514283333333333
trial_1,13,13,"[1968, 'No']",age2-anyQUD,63,summa.wav,10.514283333333333
trial_1,2,14,"[1656, 'Yes']",age2-anyQUD,63,two.wav,10.514283333333333
trial_1,11,15,"[5145, 'No']",age2-anyQUD,63,thirteen.wav,10.514283333333333
trial_1,13,16,"[1590, 'Yes']",age2-anyQUD,63,all.wav,10.514283333333333
trial_1,13,17,"[1688, 'No']",age2-anyQUD,63,summa.wav,10.514283333333333
trial_1,0,18,"[1665, 'No']",age2-anyQUD,63,summa.wav,10.514283333333333
trial_1,5,19,"[1753, 'No']",age2-anyQUD,63,all.wav,10.514283333333333
trial_1,8,20,"[1799, 'No']",age2-anyQUD,63,none.wav,10.514283333333333
trial_1,5,21,"[1784, 'No']",age2-anyQUD,63,four.wav,10.514283333333333
trial_1,8,22,"[3528, 'Yes']",age2-anyQUD,63,eight.wav,10.514283333333333
trial_1,13,23,"[1495, 'Yes']",age2-anyQUD,63,all.wav,10.514283333333333
trial_1,8,24,"[2239, 'Yes']",age2-anyQUD,63,summa.wav,10.514283333333333
trial_1,8,25,"[3472, 'No']",age2-anyQUD,63,eleven.wav,10.514283333333333
trial_1,2,26,"[1504, 'Yes']",age2-anyQUD,63,two.wav,10.514283333333333
trial_1,0,27,"[1464, 'Yes']",age2-anyQUD,63,none.wav,10.514283333333333
trial_1,2,28,"[1626, 'No']",age2-anyQUD,63,all.wav,10.514283333333333
trial_1,13,29,"[1368, 'Yes']",age2-anyQUD,63,all.wav,10.514283333333333
trial_1,0,30,"[1431, 'No']",age2-anyQUD,63,all.wav,10.514283333333333
trial_1,13,31,"[1705, 'No']",age2-anyQUD,63,summa.wav,10.514283333333333
trial_1,0,32,"[1881, 'No']",age2-anyQUD,63,eleven.wav,10.514283333333333
trial_1,0,33,"[1616, 'No']",age2-anyQUD,63,summa.wav,10.514283333333333
trial_1,8,34,"[2816, 'Yes']",age2-anyQUD,63,eight.wav,10.514283333333333
trial_1,0,35,"[1737, 'Yes']",age2-anyQUD,63,none.wav,10.514283333333333
trial_1,5,36,"[1801, 'No']",age2-anyQUD,63,ten.wav,10.514283333333333
trial_1,5,37,"[1327, 'Yes']",age2-anyQUD,63,five.wav,10.514283333333333
trial_1,2,38,"[1584, 'Yes']",age2-anyQUD,63,two.wav,10.514283333333333
trial_1,11,39,"[1737, 'No']",age2-anyQUD,63,all.wav,10.514283333333333
trial_1,11,40,"[2688, 'No']",age2-anyQUD,63,none.wav,10.514283333333333
trial_1,11,41,"[4705, 'Yes']",age2-anyQUD,63,eleven.wav,10.514283333333333
trial_1,2,42,"[1480, 'Yes']",age2-anyQUD,63,two.wav,10.514283333333333
trial_1,13,43,"[1617, 'No']",age2-anyQUD,63,summa.wav,10.514283333333333
trial_1,11,44,"[2801, 'No']",age2-anyQUD,63,seven.wav,10.514283333333333
trial_1,5,45,"[1760, 'Yes']",age2-anyQUD,63,summa.wav,10.514283333333333
trial_1,13,46,"[1480, 'Yes']",age2-anyQUD,63,all.wav,10.514283333333333
comprehension_check_2,,47,"[0, 'Jam']",age2-anyQUD,63,,10.514283333333333
trial_2,5,48,"[1663, 'No']",age2-anyQUD,63,two.wav,10.514283333333333
trial_2,0,49,"[1521, 'Yes']",age2-anyQUD,63,none.wav,10.514283333333333
trial_2,13,50,"[1233, 'Yes']",age2-anyQUD,63,all.wav,10.514283333333333
trial_2,13,51,"[2353, 'No']",age2-anyQUD,63,ten.wav,10.514283333333333
trial_2,0,52,"[1650, 'No']",age2-anyQUD,63,summa.wav,10.514283333333333
trial_2,5,53,"[1345, 'No']",age2-anyQUD,63,all.wav,10.514283333333333
trial_2,2,54,"[1519, 'Yes']",age2-anyQUD,63,two.wav,10.514283333333333
trial_2,8,55,"[1551, 'No']",age2-anyQUD,63,all.wav,10.514283333333333
trial_2,13,56,"[1608, 'No']",age2-anyQUD,63,summa.wav,10.514283333333333
trial_2,11,57,"[3696, 'No']",age2-anyQUD,63,one.wav,10.514283333333333
trial_2,13,58,"[2520, 'No']",age2-anyQUD,63,none.wav,10.514283333333333
trial_2,8,59,"[2912, 'Yes']",age2-anyQUD,63,eight.wav,10.514283333333333
trial_2,5,60,"[1336, 'Yes']",age2-anyQUD,63,five.wav,10.514283333333333
trial_2,0,61,"[1705, 'No']",age2-anyQUD,63,three.wav,10.514283333333333
trial_2,2,62,"[1792, 'Yes']",age2-anyQUD,63,summa.wav,10.514283333333333
trial_2,13,63,"[1433, 'Yes']",age2-anyQUD,63,all.wav,10.514283333333333
trial_2,13,64,"[1792, 'No']",age2-anyQUD,63,summa.wav,10.514283333333333
trial_2,8,65,"[3056, 'Yes']",age2-anyQUD,63,eight.wav,10.514283333333333
trial_2,11,66,"[3930, 'Yes']",age2-anyQUD,63,eleven.wav,10.514283333333333
trial_2,2,67,"[1801, 'No']",age2-anyQUD,63,none.wav,10.514283333333333
trial_2,13,68,"[1328, 'Yes']",age2-anyQUD,63,all.wav,10.514283333333333
trial_2,0,69,"[1559, 'No']",age2-anyQUD,63,summa.wav,10.514283333333333
trial_2,2,70,"[1679, 'No']",age2-anyQUD,63,twelve.wav,10.514283333333333
trial_2,11,71,"[1712, 'Yes']",age2-anyQUD,63,summa.wav,10.514283333333333
trial_2,8,72,"[2246, 'No']",age2-anyQUD,63,two.wav,10.514283333333333
trial_2,5,73,"[1800, 'No']",age2-anyQUD,63,nine.wav,10.514283333333333
trial_2,0,74,"[1424, 'No']",age2-anyQUD,63,all.wav,10.514283333333333
trial_2,13,75,"[1489, 'No']",age2-anyQUD,63,summa.wav,10.514283333333333
trial_2,13,76,"[1360, 'No']",age2-anyQUD,63,five.wav,10.514283333333333
trial_2,13,77,"[2000, 'No']",age2-anyQUD,63,summa.wav,10.514283333333333
trial_2,5,78,"[1584, 'Yes']",age2-anyQUD,63,five.wav,10.514283333333333
trial_2,0,79,"[1472, 'Yes']",age2-anyQUD,63,none.wav,10.514283333333333
trial_2,11,80,"[1590, 'No']",age2-anyQUD,63,all.wav,10.514283333333333
trial_2,8,81,"[3313, 'Yes']",age2-anyQUD,63,eight.wav,10.514283333333333
trial_2,2,82,"[1478, 'Yes']",age2-anyQUD,63,two.wav,10.514283333333333
trial_2,13,83,"[1192, 'Yes']",age2-anyQUD,63,all.wav,10.514283333333333
bot_check,Susan,1,"[0, 'Susdan']",age2-anyQUD,64,,13.075466666666667
bot_check,Susan,1,"[0, 'Susan']",age2-anyQUD,64,,13.075466666666667
audio_check,,3,"[0, 'Four']",age2-anyQUD,64,,13.075466666666667
comprehension_check_1,,4,"[0, 'Jam']",age2-anyQUD,64,,13.075466666666667
practice_trial,13,6,"[1857, 'No']",age2-anyQUD,64,none.wav,13.075466666666667
practice_trial,13,7,"[1423, 'Yes']",age2-anyQUD,64,all.wav,13.075466666666667
practice_trial,0,8,"[1274, 'No']",age2-anyQUD,64,all.wav,13.075466666666667
practice_trial,0,9,"[1982, 'Yes']",age2-anyQUD,64,none.wav,13.075466666666667
trial_1,2,11,"[2001, 'No']",age2-anyQUD,64,all.wav,13.075466666666667
trial_1,0,12,"[1797, 'No']",age2-anyQUD,64,five.wav,13.075466666666667
trial_1,8,13,"[2093, 'No']",age2-anyQUD,64,eleven.wav,13.075466666666667
trial_1,2,14,"[2814, 'Yes']",age2-anyQUD,64,two.wav,13.075466666666667
trial_1,13,15,"[2244, 'Yes']",age2-anyQUD,64,summa.wav,13.075466666666667
trial_1,8,16,"[3407, 'Yes']",age2-anyQUD,64,eight.wav,13.075466666666667
trial_1,8,17,"[1449, 'No']",age2-anyQUD,64,none.wav,13.075466666666667
trial_1,13,18,"[1022, 'Yes']",age2-anyQUD,64,all.wav,13.075466666666667
trial_1,11,19,"[5349, 'No']",age2-anyQUD,64,thirteen.wav,13.075466666666667
trial_1,8,20,"[2042, 'Yes']",age2-anyQUD,64,summa.wav,13.075466666666667
trial_1,0,21,"[1502, 'Yes']",age2-anyQUD,64,none.wav,13.075466666666667
trial_1,13,22,"[2230, 'No']",age2-anyQUD,64,eight.wav,13.075466666666667
trial_1,0,23,"[1618, 'No']",age2-anyQUD,64,summa.wav,13.075466666666667
trial_1,5,24,"[1627, 'No']",age2-anyQUD,64,four.wav,13.075466666666667
trial_1,2,25,"[1488, 'Yes']",age2-anyQUD,64,two.wav,13.075466666666667
trial_1,13,26,"[951, 'Yes']",age2-anyQUD,64,all.wav,13.075466666666667
trial_1,13,27,"[1372, 'Yes']",age2-anyQUD,64,summa.wav,13.075466666666667
trial_1,5,28,"[1109, 'No']",age2-anyQUD,64,all.wav,13.075466666666667
trial_1,2,29,"[1260, 'Yes']",age2-anyQUD,64,two.wav,13.075466666666667
trial_1,13,30,"[875, 'Yes']",age2-anyQUD,64,all.wav,13.075466666666667
trial_1,8,31,"[2545, 'Yes']",age2-anyQUD,64,eight.wav,13.075466666666667
trial_1,11,32,"[2432, 'No']",age2-anyQUD,64,seven.wav,13.075466666666667
trial_1,5,33,"[1554, 'Yes']",age2-anyQUD,64,summa.wav,13.075466666666667
trial_1,13,34,"[835, 'Yes']",age2-anyQUD,64,all.wav,13.075466666666667
trial_1,0,35,"[1541, 'No']",age2-anyQUD,64,eleven.wav,13.075466666666667
trial_1,0,36,"[1299, 'Yes']",age2-anyQUD,64,none.wav,13.075466666666667
trial_1,0,37,"[1299, 'No']",age2-anyQUD,64,summa.wav,13.075466666666667
trial_1,13,38,"[2014, 'Yes']",age2-anyQUD,64,summa.wav,13.075466666666667
trial_1,5,39,"[1533, 'No']",age2-anyQUD,64,ten.wav,13.075466666666667
trial_1,13,40,"[1237, 'Yes']",age2-anyQUD,64,summa.wav,13.075466666666667
trial_1,11,41,"[1261, 'No']",age2-anyQUD,64,none.wav,13.075466666666667
trial_1,0,42,"[1400, 'No']",age2-anyQUD,64,all.wav,13.075466666666667
trial_1,11,43,"[1349, 'No']",age2-anyQUD,64,all.wav,13.075466666666667
trial_1,2,44,"[1229, 'Yes']",age2-anyQUD,64,two.wav,13.075466666666667
trial_1,5,45,"[1366, 'Yes']",age2-anyQUD,64,five.wav,13.075466666666667
trial_1,11,46,"[1884, 'Yes']",age2-anyQUD,64,eleven.wav,13.075466666666667
comprehension_check_2,,47,"[0, 'Jam']",age2-anyQUD,64,,13.075466666666667
trial_2,5,48,"[1106, 'Yes']",age2-anyQUD,64,five.wav,13.075466666666667
trial_2,5,49,"[1700, 'No']",age2-anyQUD,64,two.wav,13.075466666666667
