"gender","comments","age","language","education","workerid","fairprice","problems","enjoyment","asses","speaker_cond"
"Male","No comments","50","English",4,622,"quite fair but can be improved","A few times the voice did not say a word.",1,"Yes","anyQUD"
"Male","","35","English",3,623,"2.00","no",1,"Yes","anyQUD"
"Male","","25","English",3,624,"no, it should be about double","it acted like i didn't respond in time before she even finished takling",0,"Yes","anyQUD"
"Male","good","34","English",4,625,"yes","no",2,"Yes","anyQUD"
"Male","","33","English",2,626,"1.00","Not that I noticed",2,"Yes","anyQUD"
"Female","","33","english",0,627,"$2","no",2,"Yes","anyQUD"
"Male","","40","English",2,628,"Yes","No",2,"Yes","anyQUD"
"Male","I was confused at the beginning of the experiment, but a little bit in I started to understand completely I think what was wanted. I hope, I did try in all honesty and not just hit random keys.","27","English",1,629,"2.00","The pages worked and loaded correctly.",2,"Confused","anyQUD"
"Male","None","31","English",2,630,"2.00","No",1,"Yes","anyQUD"
"Male","It was fun but a little confusing as the instructions did not cover certain instances","49","English",2,631,"yes","no",2,"Confused","anyQUD"
"Female","","32","English",2,632,"2.00","none",1,"Yes","anyQUD"
"Male","This was very unique and enjoyable, thank you and the pay was extremely fair.","55","English",4,633,"Yes","No",2,"Yes","anyQUD"
"Male","","45","English",1,634,"$2.00","none",2,"Yes","anyQUD"
"Female","thanks!","32","english",3,635,"yes","no",2,"Yes","anyQUD"
"Female","","28","English",3,636,"3","Not a bug but I messed up a few times. Also I switched how I was answering part way through so that he would know when it was jammed or not, not based on exact numbers.",2,"Yes","anyQUD"
"Male","I think things need to be a bit clearer.","31","English",3,637,"2","The first question at the beginning said are you a bot and then asked a question underneath so I wasn't sure which I was supposed to be answering. I also think that it shouldn't say you got some of the gumballs because if the machine is now totally out of gumballs saying yes you got some would mean that the machine is now out of gumballs which is unhelpful for knowing what you want in that case.",0,"Confused","anyQUD"
"Female","","28","English",3,638,"$2.00","No",2,"Yes","anyQUD"
"Male","","40","English",3,639,"yes","none",2,"Yes","anyQUD"
"Female","","22","english",2,640,"2.00","",1,"Yes","anyQUD"
"Male","I wasn't sure if 'some' should be disagree or agree when 'all' of the gumballs came out.  Technically, either answer could be right, so I just went with disagree, since it wasn't an exact specification.","39","English",1,641,"Yes","Nope!",1,"Yes","anyQUD"
"Female","","35","English",2,642,"2.50","",1,"Yes","anyQUD"
"Female","","33","english",3,643,"yes","none",1,"Yes","anyQUD"
"Male","No","38","English",3,644,NA,"No",2,"Yes","anyQUD"
"Female","maybe change color of the gumballs for some of the times","38","english",3,645,"2.00","no",1,"Yes","anyQUD"
"Female","Thanks! I enjoyed this one. I appreciate that the pay is fair, and that there is a progress bar, and that it was a little fun if kind of tedious. Hope you got some good info! Thanks and have a great day. :)","31","English",3,646,"2.00","Well, to be honest I was confused a bit once I started. If I got all of the gumballs and the robot said ""you got some"", I wasn't sure whether to agree or not! I DID get some, and even more than that. I also was confused similarly when I got 10 and it said ""you got 2."" I mean I DID get 2 and also 8 more. So I think my answers varied but I settled eventually on only agreeing if it was exact. Also one time I was not allowed to answer even though 4 seconds had not passed, but that only happened once.",2,"Yes","anyQUD"
"Female","Best wishes with your research!","42","English",3,647,"2.00","No, there were no issues.",2,"Yes","anyQUD"
"Male","good","30","Englisg",3,648,"good think","no",2,"Yes","anyQUD"
"Male","","51","English",3,649,"70","Nothing",2,"Yes","anyQUD"
"Female","a little confusing ","29","English",2,650,"2.00","none",2,"Confused","anyQUD"
"Female","","58","English",2,651,"yes","no",2,"Yes","anyQUD"
"Male","none","45","english",2,652,"yes","no",2,"No","anyQUD"
"Female","Thanks!","26","English",3,653,"2.00","No",1,"Yes","anyQUD"
"Female","","26","English",3,654,"Yes","No",1,"Yes","anyQUD"
"Male","","56","English",1,655,"2.00","",2,"Yes","anyQUD"
"Male","","39","English",1,656,"2.00","No, everything worked well.",2,"Yes","anyQUD"
"Male","","26","English",1,657,"2.00","It felt like there was decreasing amounts of time to make my choice to the point where I had to almost make my decision before the voice happened.",1,"Confused","anyQUD"
"Male","","35","engl",3,658,"2.50","no",1,"No","anyQUD"
"Female","Nice","24","English",3,659,"2","Nothing",2,"Yes","anyQUD"
"Male","","28","English",3,660,"2","",2,"Yes","anyQUD"
"Female","This experiment is very interesting.","39","English",3,661,"knowledge improved.","No",2,"Yes","anyQUD"
"Male","","44","English",3,662,"2:00","no",2,"Yes","anyQUD"
"Male","","43","English",2,663,"5","no",1,"Yes","anyQUD"
"Female","","45","english",2,664,"2.00","no",2,"Yes","anyQUD"
"Female","It was fun.","60","English",3,665,"2.00","no",2,"Yes","anyQUD"
"Male","","30","English",3,666,"2.00","",1,"Yes","anyQUD"
"Male","","29","english",3,667,"2","no",1,"Yes","anyQUD"
"Male","This survey is very perfect.","38","English",3,668,"6","no.",0,"Yes","anyQUD"
"Male","very interesting","39","English",3,669,"2","no",2,"Yes","anyQUD"
"Female","","23","English",2,670,"Yes","No",2,"Yes","anyQUD"
"Male","","32","English",2,671,"3","no",1,"Yes","anyQUD"
"Male","","55","Mandarin",2,672,"2","No bugs using MX Linux and latest Chromium.",2,"Yes","anyQUD"
"Female","nope","25","English",2,673,"1.00","It was making a windows ding sound and jump ahead in the middle of her talking sometimes. I couldnt figure out why",1,"Yes","anyQUD"
"Male","","30","english",1,674,"2","",2,"Yes","anyQUD"
"Female","good","30","english",3,675,"5.00","no",1,"Yes","anyQUD"
"Male","Was interesting because I thought more about the way I interpret the word ""some"".","40","English",3,676,"2.50","No",2,"Yes","anyQUD"
"Female","","30","English",1,677,"2","no",1,"Yes","anyQUD"
"Female","","32","English",2,678,"2.00","none",2,"Yes","anyQUD"
"Female","","24","english",1,679,"2.00","",2,"Yes","anyQUD"
"Male","","35","English",4,680,"2","When it says some but you get all, is that correct or not?",2,"Confused","anyQUD"
"Female","thank you","57","English",2,681,"2.00","no",1,"Yes","anyQUD"
"Male","Nice survey","30","english",3,682,"2","No",2,"Yes","anyQUD"
"Male","","28","English",2,683,"$2","I think there was a dialog somewhere during the the experiment, but I automatically pressed spacebar and skipped it. Not sure if it was intended",1,"Yes","anyQUD"
"Female","Thanks!","55","english",3,684,"2.00","no",2,"Yes","anyQUD"
"Male","I think the error was part of the hit, and you were testing if people would tell you about it.","22","English",2,685,"2.00","Sometimes during some of the trials there was a windows error sound and it would continue to the next screen before being able to agree or disagree with the gumball machines statement",2,"Yes","anyQUD"
"Male","i would like to work on this experiment","46","english",3,686,"100","sounds",1,"Yes","anyQUD"
"Female","","28","english",2,687,"2.00","",2,"Yes","anyQUD"
"Female","","46","English",3,688,"2.00","",2,"No","anyQUD"
"Male","Fun thanks","61","English",2,689,"2.00","Loaded fine in Chrome Browser",2,"Yes","anyQUD"
"Male","Interesting","25","English",3,690,"2","nothing",1,"Yes","anyQUD"
"Male","I don't think you said that we had to give the exact amount of gumballs. So if she said you have 5, but there were 10, I said Yes, because there *were* 5. (If she said there were 10 and there were 5, I would say No.)","","",-1,691,"5.00","Before experiment started I had to scroll down to advance to next page, even with window shrunk as much as possible.",-1,"Confused","anyQUD"
"Male","","24","English",3,692,"2.00","",1,"Yes","anyQUD"
"Male","i ised some as an answer even if all were there cause some ispart of all semanticsd chose","69","english",3,693,"yes","iput some even if all cause I thougt that is arbitrary in my mind",2,"Yes","anyQUD"
"Male","GOOD","29","ENGLISH",3,694,"30","NO",2,"Yes","anyQUD"
"Male","Very nice experiment !","66","romanian",3,695,"2","none",2,"Yes","anyQUD"
"Male","good thank you","59","english",3,696,"yes","yes",1,"Yes","anyQUD"
"Male","","45","English",4,697,"2.00","no",2,"Yes","anyQUD"
"Male","Interesting how my perception of some changed throughout the experiment. I would like to do it again","39","English",3,698,"2.00","No",2,"Yes","anyQUD"
"Male","","36","english",3,699,"2.50","no",2,"Yes","anyQUD"
"Male","","40","English",4,700,"2","none",2,"Yes","anyQUD"
"Female","","39","English",3,701,"2.00","no",2,"Yes","anyQUD"
"Male","","46","English",3,702,"2","no",2,"Yes","anyQUD"
"Male","Will ""eMail""","71","English",2,703,"2.00","I was a bit confused about how to do this, until about the 8th gumball, then began to understand what was going on.",1,"Confused","anyQUD"
"Male","the instructions were easy to understand but a little spread out and difficult to follow being that some had a vague relationship to the task","42","English",1,704,"1.00","no",2,"Yes","anyQUD"
"Male","","31","English",2,705,"Yes","",1,"Yes","anyQUD"
"Male","No comments, I loved this experiment!","30","Rnglish",3,706,"2.50","No problems",2,"Yes","anyQUD"
"Male","Have a great day","22","English",2,707,"2","No",1,"Yes","anyQUD"
"Female","If all of the gumballs came down and the voice said, ""You got some of the gumballs.""  Were we suppose to agree or disagree?  ","37","English",4,708,"yes","no",2,"Yes","anyQUD"
"Female","Thank you for an interesting fun hit.  ","56","English",2,709,"2.00","no",2,"Yes","anyQUD"
"Male","","34","english",2,710,"2.00","i mean in such a short time its hard to count to 11 and verify if there were 11 or not before time is up on the trial ",1,"No","anyQUD"
"Male","i thought it was pretty fun","38","english",3,711,"yes","no",2,"Yes","anyQUD"
"Male","Thanks for letting me participate! ","36","English",3,712,"2.00","No problems.",2,"Yes","anyQUD"
"Female","","36","English",3,713,"2.00","no",2,"Yes","anyQUD"
"Male","Very interesting experiment.","39","English",4,714,"Yes very fair","Nothing problem",2,"No","anyQUD"
"","","","",-1,715,"2.00","",-1,"Yes","anyQUD"
"Male","","39","English",3,716,"yes","",1,"Confused","anyQUD"
"Female","It was an interesting HIT.","64","English",2,717,"2.00","No.",2,"Yes","anyQUD"
"Male","like","30","English",3,718,"yes","no",2,"Yes","anyQUD"
"Female","Thank you.","38","English",2,719,"2.00","no",1,"Yes","anyQUD"
"Male","Great study","33","English",2,720,"2.00",NA,2,"Yes","anyQUD"
"Male","","27","english",3,721,"$1","No",2,"Yes","anyQUD"
"Female","This survey is very good and interesting","39","English",3,722,"","No",2,"Yes","anyQUD"
"Male","Good survey","30","English",4,723,"Yes","No",2,"Yes","anyQUD"
"Male","","61","English",1,724,"2.00","No",2,"Yes","anyQUD"
"Female","I was a bit confused when it would say some of the gumballs and there would none left in the machine, so I would say yes, because I did get gumballs; I'm sorry if that was any inconvenience to your experiment. I just didn't want to say no because I did get gumballs.","33","English",2,725,"2.00","No issues with the experiment",2,"Confused","anyQUD"
"Female","I know I missed one question, but overall I think this was a fun hit.","41","English",3,726,"2.00","no",2,"Yes","anyQUD"
"Female","","43","English",1,727,"2.00","no",2,"Yes","anyQUD"
"Female","Interesting HIT","27","English",3,728,"Yes","No",2,"Yes","anyQUD"
"Female","None","37","English",3,729,"1.50","No",2,"Yes","anyQUD"
"Female","","33","english",1,730,"yes","no",1,"Yes","anyQUD"
"Female","","49","English",3,731,"2.00","n/a",2,"Yes","anyQUD"
"Female","","31","English",3,732,"3","no",1,"Confused","anyQUD"
"Female","","34","english",4,733,"yes","no",1,"Yes","anyQUD"
"Male","None","64","English",4,734,"No","One of the screens glitched so it froze for a second and counted the round as incomplete. ",2,"Yes","anyQUD"
"Male","n/a- thanks","38","English",3,735,"2.00","no",2,"Yes","anyQUD"
"Male","An interesting and fun hit which was different from most surveys.","47","TAMIL, ENGLISH",3,736,"2.00","NONE",2,"Yes","anyQUD"
"Female","This survey is very perfect.","43","English",3,737,"6","no.",1,"Yes","anyQUD"
"Female","None.","23","English",3,738,"5","None.",2,"Yes","anyQUD"
"Male","","25","English",3,739,"2","Nope",1,"Yes","anyQUD"
"Female","i liked this expirement","35","english",2,740,"1.50","no",2,"Yes","anyQUD"
"Female","NONE ","26","English",3,741,"3","NONE ",1,"Yes","anyQUD"
"Male","","43","English",2,742,"2","No",2,"Yes","anyQUD"
"Female","","33","English",3,743,"yes","",2,"Yes","anyQUD"
"Female","it was fun!","36","English",2,744,"2.00","no",2,"Yes","anyQUD"
"Male","I enjoyed the hit overall, thank you.","male","english",1,745,"3.00","once it made a sound and there was no gumball machine and just asked me to hit the spacebar to continue",2,"Yes","anyQUD"
"Female","","33","English",2,746,"2.50","no",2,"Yes","anyQUD"
"Female","It was very easy to complete.","35","English",3,747,"2","I didn't notice any problems or bugs.",1,"Yes","anyQUD"
"Male","GOOD SURVEY","32","ENGLISH",3,748,"good price work","nothing problem ",1,"No","anyQUD"
"Female","No comments.","50","United States",1,749,"2.00","No",2,"Yes","anyQUD"
"Female","","32","English",2,750,"2.5","",2,"Yes","anyQUD"
"Female","","39","English",2,751,"yes","no",2,"Yes","anyQUD"
"Male","Thought the experiment was good and enjoyed the hit. I think you should give bonus for people who get the answers correct. ","28","English",2,752,"2.00","No problems",1,"Yes","anyQUD"
"Male","Like the survey.","41","English",4,753,"100","No",2,"Yes","anyQUD"
"Male","none","32","English",2,754,"3.00","no",0,"Yes","anyQUD"
"Male","Good Survey","32","English",3,755,"yes","Nothing problem",1,"Yes","anyQUD"
"Male","No comments.","26","English",3,756,"2","Nothing",2,"Yes","anyQUD"
"Female","About this experiment was very interesting.","50","English",3,757,"I think very fair price for the work.","No",2,"Yes","anyQUD"
"Female","","32","English",3,758,"2.00","no",2,"Yes","anyQUD"
"Male","Was fun thank you","35","english",1,759,"2.50","no problems at all",2,"Yes","anyQUD"
"Male","","53","English",3,760,"2","",2,"Yes","anyQUD"
"Male","none","30","English",2,761,"$2.00","no",2,"Yes","anyQUD"
"Female","Thank you for being a fair pay requester!","30","English",1,762,"2.00","no",2,"Yes","anyQUD"
"Male","1 or 2 more seconds to count the balls would be nice.","39","English",2,763,"5","",1,"Yes","anyQUD"
"Male","Good","25","English",2,764,"","No",1,"Yes","anyQUD"
"Female","","35","english ",1,765,"2.00","A couple of the times, the voice didn't speak until the last second and I was unable to answer. ",1,"Yes","anyQUD"
"Female","","42","English",3,766,"2.00","no",1,"Yes","anyQUD"
"Male","","27","English",3,767,"7","no",1,"Yes","anyQUD"
"Female","none","32","English",3,768,"2","no",2,"Yes","anyQUD"
"Female","","31","English",4,769,"2.00","no",1,"Yes","anyQUD"
"Male","Thanks for the study","38","English",1,770,"2.00","none",2,"Yes","anyQUD"
"Male","","38","English",1,771,"2.50","no",2,"Yes","anyQUD"
"Male","","39","English",3,772,"3.00","no",1,"Yes","anyQUD"
"Female","","29","English",2,773,"200","no",2,"Yes","anyQUD"
"Male","No comments","28","English",3,774,"2 dollars","I was confused at first, but realized after the tutorial that clear meaning. I just tried to jump the gun to fast sometimes.",2,"Yes","anyQUD"
"Male","I wasn't sure whether a spoken ""some"" should be disagreed with when one literally got ""all"" of them. ","60","American English",2,775,"2.00","No",2,"Yes","anyQUD"
"Female","","54","Spansih",3,776,"$2.50","Yes, sometimes it would advance without me clicking anything.",1,"Yes","anyQUD"
"Male","None","65","English",4,777,"Yes","No",2,"Yes","anyQUD"
"Male","","36","Engish",3,778,"2","No",2,"No","anyQUD"
"Male","It kept my attention, I wanted to ace it.","31","English",2,779,"yes","None that I seen.",2,"Yes","anyQUD"
"Female","","42","tagalog",3,780,"yes","none",1,"Yes","anyQUD"
"Male","nice","30","english",3,781,"2","",2,"","anyQUD"
"Female","Very Fun HIT, I enjoyed!","36","English",2,782,"3.00","No.",2,"","anyQUD"
"Female","","27","English",3,783,"2","no",2,"Yes","anyQUD"
"Male","","28","English",2,784,"","I don't think so.",2,"Yes","anyQUD"
"Male","","26","English",2,785,"2.50","The very last few went so fast I couldn't even process what happened. (like less than a second.",1,"Yes","anyQUD"
"Female","Thanks so much for the work.","37","English",3,786,"5","the very first question was hard to tell if the person said one or none",1,"Yes","anyQUD"
"Female","","34","English",3,787,"2.50","No problems.",2,"Yes","anyQUD"
"Female","nice and interesting experiment","25","English",3,788,"4","no",2,"Yes","anyQUD"
"Male","none","54","English",3,789,"2.00","no",2,"Yes","anyQUD"
"Male","good","30","english",3,790,"2","nothing",2,"Yes","anyQUD"
"Male","Good survey","30","English",4,791,"Yes","No",2,"Yes","anyQUD"
"Male","","31","english",3,792,"2 dollars","none",1,"Yes","anyQUD"
"Male","I love these type of tasks!!!!","43","Polish",1,793,"2.00","No",2,"Confused","anyQUD"
"Female","I enjoyed the time spent on the study","46","English",3,794,"$3","No",2,"Yes","anyQUD"
"Female","none","42","english",2,795,"2.00","no",2,"Yes","anyQUD"
"Male","none","62","english",1,796,"2.00","no",1,"Yes","anyQUD"
"Female","i could not figure out what you are trying to study, it is interesting though","40","english",3,797,"2.00","no",2,"Yes","anyQUD"
"Female","A fun and engaging study. ","40","English",3,798,"2.00","The gumball machine did not load properly on one of the rounds but it was just that once. ",2,"Yes","anyQUD"
"Female","","40","English",4,799,"yes","",1,"Yes","anyQUD"
"Male","Please feel free to contact me for any future studies I may qualify for! Thank you very much for your time and have a nice day! :)","37","English",1,800,"5.00","No",2,"Yes","noQUD"
"Male","Midpoint of the game I got confused all of sudden, strange.","37","English",4,801,"$5","No",1,"Yes","noQUD"
"Female","","31","english",1,802,"2.00","none",1,"Yes","noQUD"
"Male","","32","English",3,803,"2","",2,"Yes","noQUD"
"Female","Glad that there was a status bar to keep me going. It became repetitive. Certainly interesting. ","38","English",3,804,"2.00","no",1,"Yes","noQUD"
"Male","good. very nice.","30","English",4,805,"2","No problems.",1,"Yes","noQUD"
"Male","","23","English",1,806,"Great","No",2,"Yes","noQUD"
"Female","","57","English",3,807,"2","no",1,"Yes","noQUD"
"Male","No comments.","26","English",3,808,"2","Nothing.",2,"Yes","noQUD"
"Male","Thanks","40","English",3,809,"3.00","No",2,"Yes","noQUD"
"Female","","54","English",2,810,"2.00","No",2,"Yes","noQUD"
"Male","","40","english",3,811,"2.00","no",1,"Yes","noQUD"
"Male","N/A - Thanks!","35","English",3,812,"Yes","N/A",2,"Yes","noQUD"
"Male","","28","English",2,813,"I think this was fair, yes. Thank you for asking","No, I had no issues to speak of",2,"Yes","noQUD"
"Male","","28","english",3,814,"1.00","no",1,"Yes","noQUD"
"Male","good","30","english",3,815,"2","nothing",2,"Yes","noQUD"
"Male","Very interesting in this survey.","30","English",3,816,"Very like.","No",1,"No","noQUD"
"Male","None applicable","21","English",2,817,"3.00","No",2,"Yes","noQUD"
"Male","","18","English",2,818,"3.00","It would automatically select the wrong answer on some questions",2,"Yes","noQUD"
"Male","","25","english",4,819,"2","no",2,"Yes","noQUD"
"Female","fun, thanks","32","english",2,820,"1.8","no",2,"Yes","noQUD"
"Female","The hand correspondence to left and right should be instructed at the very beginning. I had to guess until it was revealed further into the HIT. ","50","English",2,821,"2.00","no",1,"Yes","noQUD"
"Male","interesting","23","english",3,822,"good","no",2,"Yes","noQUD"
"Female","","57","English",1,823,"it's ok","",2,"Yes","noQUD"
"Male","good","35","english",3,824,"positive","no",2,"Yes","noQUD"
"Male","good job","24","english",1,825,"3.00","some of the rounds cut off shortly before the narrator could finish speaking",2,"No","noQUD"
"Female","It was actually a fun HIT.. no stress. Thanks","58","English",2,826,"2.00","Some of the screens seem to load slow. I would answer and than I would see the correct screen after I had already answered.",2,"Yes","noQUD"
"Male","good","31","ENGLISH",3,827,"2","NO",2,"Yes","noQUD"
"Female","I took ""some of the gumballs"" to be true when I got ""all of the gumballs"" but you may have expected the other way.","43","English",3,828,"3","No",2,"Yes","noQUD"
"Male","GOOD ","30","ENGLISH",4,829,"2.00","NO",2,"Yes","noQUD"
"Female","","31","english",3,830,"2","The imaged did not load once.",2,"Yes","noQUD"
"Male","good","30","English",4,831,"50","nothing",1,"Yes","noQUD"
"Male","good.","30","English",3,832,"2","nothing.",2,"Yes","noQUD"
"Female","","24","english",2,833,"2.00","No",2,"Yes","noQUD"
"Female","None, thank you!","24","English",4,834,"2.50","no, thank you",2,"Yes","noQUD"
"Female","thanks for given this survey and nice experiment","54","english",3,835,"","no",2,"Yes","noQUD"
"Male","","41","English",3,836,"yes","",1,"Yes","noQUD"
"Male","it was fun.","31","English",1,837,"2.00","no",2,"Yes","noQUD"
"Female","","60","English",2,838,"2","none",2,"Yes","noQUD"
"Female","","24","english",3,839,"2.00","No",1,"Yes","noQUD"
"Female","","60","English",4,840,"","",1,"Yes","noQUD"
"Male","It was a Fun Survey! Thanks for the survey.","45","English",3,841,"2","The survey was straight forward. I didn't notice any problems. ",2,"Yes","noQUD"
"Male","NICE","35","ENGLISH",3,842,"YES","NO",2,"Yes","noQUD"
"Male","Good Survey","30","ENGLISH",3,843,"2","Nothing",2,"Yes","noQUD"
"Male","good","32","English",4,844,"yes","no",2,"Yes","noQUD"
"Male","","24","English",2,845,"2.50","No",2,"No","noQUD"
"Female","Nothing","34","Englsih",3,846,"2","Nothing",2,"","noQUD"
"Male","I got really into it for a while","30","ENGLISH",2,847,"DON'T KNOW","SOMETIME THE TIMER ENDED BEFORE THE VOICE",2,"Yes","noQUD"
"Male","none","44","english",2,848,"2","none",1,"Yes","noQUD"
"Male","good","30","english",3,849,"3","no",2,"Yes","noQUD"
"Male","good","27","English",2,850,"2","no",2,"Yes","noQUD"
"Male","none","37","english",2,851,"2.00","no",2,"Yes","noQUD"
"Female","This was fun and different from any other HIT I have done :)","45","English",3,852,"2","No problems at all.",2,"Yes","noQUD"
"Female","","42","English",2,853,"2.00","Some dinged me as wrong before the gumballs dropped or before the voice stated anything.",2,"","noQUD"
"Female","","21","English",2,854,"at least .10/minute","",2,"Yes","noQUD"
"Male","","29","English",1,855,"2.00","",2,"Yes","noQUD"
"Female","","26","English",3,856,"2.00","NO",1,"Yes","noQUD"
"Male","good and nice.","30","English",3,857,"2","nothing.",2,"Yes","noQUD"
"Male","good","30","english",3,858,"2","no",2,"Yes","noQUD"
"Male","","49","English",3,859,"1.50","",2,"Yes","noQUD"
"Female","","42","bachelors",3,860,".5","no",1,"No","noQUD"
"Female","thanks!","40","English",3,861,"2","no",2,"Yes","noQUD"
"Male","Good stuff.","28","English",2,862,"Not too bad. Pretty good.","No. Well, pressing space bar lowers the page. But it didn't cause any problems viewing the gumball machine.",2,"","noQUD"
"Male","","29","English and Chinese",4,863,"2.10","No",2,"Yes","noQUD"
"Male","ty will leave positive feedback once approved. ","33","english",1,864,"yes","f was no and j was yes was the hardest part for me to remember",2,"No","noQUD"
"Male","very good","33","english",3,865,"2","none",1,"Yes","noQUD"
"Female","","40","english",3,866,"2.00","no",1,"Yes","noQUD"
"Male","","28","English",3,867,"yes","no",2,"Yes","noQUD"
"Female","","40","english",1,868,"","",2,"","noQUD"
"Male","Good","29","English",3,869,"Yes","No",2,"Yes","noQUD"
"Female","Thank you for the opportunity","27","German",3,870,"2.50","no",2,"Yes","noQUD"
"Male","","28","english",3,871,"$2","no",2,"Yes","noQUD"
"Female","","27","English",4,872,"1.50","",2,"Yes","noQUD"
"Female","Fun HIT","57","english",3,873,"2","no comments",2,"Yes","noQUD"
"Male","interesting","25","English",3,874,"2","NO",2,"Yes","noQUD"
"Male","Nice experiment.  At some point, perhaps, have the presentation rate of the gum ball machine fast and compare it to self paced.","61","English",4,875,"1.00","No problems or bugs.  The experiment ran smoothly.",2,"Yes","noQUD"
"Female","","26","English",3,876,"2.00","No.",2,"Yes","noQUD"
"Male","","30","English",1,877,"2.00","",1,"Yes","noQUD"
"Male","","25","English",3,878,"$2.00","Sometimes the task progressed even though the voice did not finish speaking. ",2,"Yes","noQUD"
"Male","none","29","english",2,879,"2","no",2,"Yes","noQUD"
"Male","","35","English",3,880,"3.5","No",1,"Confused","noQUD"
"Female","Thank you for the opportunity, have a great day!","52","English",3,881,"2.00","No",2,"Yes","noQUD"
"Female","This was different and fun. 
Instructions were very clear.","47","English",3,882,"1.00","No issues game advanced very quickly",2,"Yes","noQUD"
"Male","","43","English",3,883,"2","",2,"Yes","noQUD"
"Male","Interesting","29","English",3,884,"3","None",2,"Yes","noQUD"
"Female","I hope I'm not scored on literalness -some of the statements were talking about specific amounts and if there were more, then I agreed because if I got ""5 of the gumballs"" I definitely got 2 of the gumballs.","51","English",1,885,"2.00","no",2,"Yes","noQUD"
"Female","","31","English",3,886,"2.00","",1,"Yes","noQUD"
"Male","IT WAS FUN","35","english",3,887,"2","NO",2,"Yes","noQUD"
"Male","Interesting","29","English",3,888,"3","None",2,"Yes","noQUD"
"Male","Good","30","English",3,889,"Ok","No",2,"Yes","noQUD"
"Male","like","30","English",3,890,"yes","no",1,"Yes","noQUD"
"Female","","35","English",3,891,"2.00","",1,"Yes","noQUD"
"Male","thank you","50","english",2,892,"2","no",2,"Yes","noQUD"
"Male","","28","English",3,893,"2","Twice there seemed to be an error where I couldn't answer. I heard a windows error sound.",2,"Yes","noQUD"
"Male","","40","English",4,894,"$2.00","No",0,"Yes","noQUD"
"Female","fun ","44","english",3,895,"2.00","no",2,"Yes","noQUD"
"Female","thank you have a wonderful day. In case no one has told you today I am proud of all you do. ","35","English",2,896,"1.00","the screen would lag and the voice was talking out of sync ",1,"Yes","noQUD"
"Male","","39","English",3,897,"2.00","",2,"Yes","noQUD"
"Male","","33","English",2,898,"2.50","no",2,"Yes","noQUD"
"Female","Loved doing this survey, thank you.","69","English",2,899,"2.00","No, it was great.",2,"Yes","noQUD"
"Male","was a pretty straightforward and fun HIT!","48","english",1,900,"12.00","no issues",2,"Yes","noQUD"
"Female","very very lovable game i love it","28","English",3,901,"yes","none",2,"Yes","noQUD"
"Male","good","30","English",3,902,"better","No",2,"Yes","noQUD"
"Male","good","30","English",0,903,"","no",2,"Yes","noQUD"
"Female","this was a more fun than average one","28","english",3,904,"2.00","nope",2,"Yes","noQUD"
"Male","Thank you for progress bar","33","English",4,905,"Yes","No",2,"Yes","noQUD"
"Male","I found myself double-guessing myself - e.g. ""you got two"" - did that mean exactly two, or did it also qualify if I got five (in which case I did get two, but not exactly two).","49","English",4,906,"2.00","",1,"No","noQUD"
"Male","","27","English",1,907,"2.00","no",1,"Yes","noQUD"
"Male","","30","English",4,908,"3.00","No",2,"Yes","noQUD"
"Male","","28","English",2,909,"2 to 2.5","No",2,"Yes","noQUD"
"Male","","32","",0,910,"","",2,"Yes","noQUD"
"Male","","33","",3,911,"2.00","None",2,"Yes","noQUD"
"Male","Nothing to note.","36","English",2,912,"2.50","nothing to note",1,"Yes","noQUD"
"Female","","43","English",2,913,"2","",2,"Yes","noQUD"
"Female","","25","english",3,914,"2.00","",0,"Confused","noQUD"
"Male","","30","English",3,915,"Yes.","I answered too fast and hit the wrong button on at least 2 of the answers, but otherwise, no issues.",2,"Yes","noQUD"
"Male","","21","English",2,916,"3","No",1,"Yes","noQUD"
"Male","","42","English",1,917,"2","no",1,"Yes","noQUD"
"Male","I would love to do more of these!","28","English",3,918,"$3","Had a little trouble at first hearing the woman speak.  I needed to turn my volume up a tiny bit.",2,"Yes","noQUD"
"Male","","27","English",3,919,"$2.00","No",2,"Yes","noQUD"
"Male","","35","english",2,920,"2.00","no",2,"Yes","noQUD"
"Male","this survey is attracting more","30","English",3,921,"10","some places",2,"Yes","noQUD"
"Male","different type of the survey ","27","english",3,922,"my payment and any bonus ","no",1,"Yes","noQUD"
"Male","n","36","English",3,923,"3","yes",1,"Yes","noQUD"
"Female","fun hit.","45","Spanish",3,924,"2","no",2,"Yes","noQUD"
"Male","I think this was a great experiment, I just wish that it didn't have a few bugs.","31","English",3,925,"Yes","Several times, especially toward the end, the page would advance before the audio finished playing and I couldn't lock in an answer.",2,"Yes","noQUD"
"Male","I believe the experiment was on my interpretation of the word ""Some"" and whether that accounted for all of them. ","29","English",2,926,"2.00","No",2,"Yes","noQUD"
"Female","","32","english",1,927,"2.00","not that i noticed",2,"Yes","noQUD"
"Female","na","45","English",1,928,"2.00","no",2,"Yes","noQUD"
"Female","I would be interested in knowing how well I did.","44","English",3,929,"yes","no",2,"Yes","noQUD"
"Male","interesting","57","english",0,930,"3.00","none",2,"Yes","noQUD"
"Other","","34","English",2,931,"2","No",2,"No","noQUD"
"Female","I guess the only thing is, if I got ALL of the gumballs then I still got SOME of the gumballs, so answered as such.","66","English",2,932,"yes","not that I noticed",2,"Yes","noQUD"
